           1     1.41822     1.41822           0
           2     1.41822     1.41822 1.34936e-07
           3      1.4183     1.41825 2.72072e-05
           4     1.41837     1.41828 3.62997e-05
           5     1.41836     1.41829 3.21775e-05
           6     1.41832      1.4183 2.65408e-05
           7      1.4183      1.4183 2.24321e-05
           8     1.41826     1.41829 1.99294e-05
           9      1.4182     1.41828 2.01925e-05
          10     1.41825     1.41828 1.84004e-05
