           1    -3.49939    -3.49939           0
           2     -3.4982    -3.49879 0.000590904
           3    -3.49791     -3.4985 0.000450094
           4    -3.49855    -3.49851 0.000318502
           5    -3.49832    -3.49847 0.000249845
           6    -3.49788    -3.49837 0.000226811
           7    -3.49687    -3.49816 0.000288314
           8    -3.49808    -3.49815 0.000249883
           9    -3.49983    -3.49834 0.000288512
          10    -3.50252    -3.49875 0.000491735
