           1    -3.34879    -3.34879           0
           2    -3.34827    -3.34853 0.000260787
           3    -3.34812     -3.3484 0.000202821
           4    -3.34905    -3.34856 0.000216962
           5    -3.34907    -3.34866 0.000197181
