           1    0.959667    0.959667           0
           2    0.960728    0.960198 0.000530606
           3    0.960265     0.96022 0.000307157
           4    0.960378    0.960259 0.000220742
           5    0.960261     0.96026 0.000170986
           6    0.960265     0.96026 0.000139612
           7    0.960469     0.96029 0.000121709
           8    0.960267    0.960287 0.000105442
           9    0.960283    0.960287 9.29921e-05
          10     0.96039    0.960297 8.38084e-05
