           1    -5.48798    -5.48798           0
           2    -5.49013    -5.48905  0.00107941
           3    -5.48904    -5.48905 0.000623218
           4     -5.4878    -5.48874 0.000540373
           5     -5.4879    -5.48857 0.000450451
           6    -5.48834    -5.48853 0.000369746
           7    -5.48815    -5.48848 0.000317333
           8    -5.48767    -5.48838 0.000292975
           9    -5.48847    -5.48839 0.000258609
          10    -5.48927    -5.48848 0.000247639
