           1    -3.49875    -3.49875           0
           2    -3.49936    -3.49906 0.000303854
           3    -3.49881    -3.49897 0.000194252
           4    -3.49813    -3.49876 0.000251415
           5    -3.49846     -3.4987 0.000204168
           6    -3.49869     -3.4987 0.000166712
           7    -3.49835    -3.49865 0.000149647
           8    -3.49764    -3.49852 0.000181229
           9    -3.49839    -3.49851 0.000160483
          10    -3.49954    -3.49861 0.000176651
