           1    -3.49964    -3.49964           0
           2     -3.5007    -3.50017 0.000530773
           3    -3.49853    -3.49962 0.000626291
           4    -3.50054    -3.49985 0.000498599
           5    -3.49713    -3.49931 0.000666482
           6    -3.49811    -3.49911 0.000579526
           7    -3.49729    -3.49885 0.000554221
           8    -3.49849     -3.4988 0.000482071
           9    -3.49683    -3.49858 0.000478234
          10    -3.50002    -3.49873 0.000451266
