   0.0323165           0           0
   0.0969496           0           0
    0.161583           0           0
    0.226216           0           0
    0.290849           0           0
    0.355482           0           0
    0.420115           0           0
    0.484748           0           0
    0.549381           0           0
    0.614014           0           0
    0.678647           0           0
     0.74328           0           0
    0.807913           0           0
    0.872546  0.00119736 0.000667858
    0.937179    0.139711   0.0110989
     1.00181    0.979168   0.0458862
     1.06645     1.90523    0.119518
     1.13108      2.1598    0.179945
     1.19571      2.0106    0.176322
     1.26034     1.71954    0.127106
     1.32498     1.53549    0.099799
     1.38961     1.36129   0.0806229
     1.45424     1.28055   0.0680274
     1.51888      1.2396   0.0685124
     1.58351     1.21656   0.0743614
     1.64814     1.10356   0.0575548
     1.71278     1.05033    0.064624
     1.77741     1.02504   0.0544234
     1.84204     1.03673   0.0490415
     1.90667     1.05205   0.0584134
     1.97131     1.04275   0.0520751
     2.03594      1.0443   0.0457264
     2.10057     1.04795   0.0451695
     2.16521     1.06387    0.031499
     2.22984     1.04694   0.0226111
     2.29447     1.05086   0.0249244
     2.35911     1.02563   0.0261561
     2.42374     1.00324   0.0210048
     2.48837     1.01239   0.0273758
     2.55301     1.01093   0.0271528
     2.61764     0.99813   0.0218149
     2.68227     1.00012   0.0145829
      2.7469    0.989085  0.00715215
     2.81154     1.00648   0.0163497
     2.87617     1.02348   0.0192727
      2.9408     1.03186   0.0258507
     3.00544     1.05312   0.0650734
     3.07007     1.07043   0.0719055
      3.1347      1.0171   0.0370255
     3.19934    0.986376   0.0287221
     3.26397    0.974434   0.0186598
      3.3286    0.971721   0.0157642
     3.39323    0.962779   0.0124113
     3.45787    0.961043   0.0120727
      3.5225    0.954229   0.0140582
     3.58713    0.962394   0.0143359
     3.65177    0.959514   0.0121747
      3.7164     0.96564   0.0154778
     3.78103    0.972225   0.0190729
     3.84567    0.968427   0.0179526
      3.9103    0.964592   0.0190429
     3.97493    0.960192   0.0163346
     4.03957    0.965722   0.0190958
      4.1042    0.971377   0.0176952
     4.16883    0.984715   0.0174295
     4.23346    0.973421   0.0157177
      4.2981    0.966956   0.0152277
     4.36273     0.97135   0.0104473
     4.42736    0.970583   0.0114528
       4.492    0.953864    0.013486
     4.55663    0.963603    0.014161
     4.62126     0.97508   0.0200132
      4.6859    0.971373   0.0175859
     4.75053    0.987396   0.0152597
     4.81516    0.977852    0.012234
     4.87979     0.97112   0.0129511
     4.94443    0.976771   0.0156129
     5.00906    0.997192   0.0122955
     5.07369     1.00247   0.0124599
     5.13833     1.00422   0.0150372
     5.20296      1.0136   0.0198611
     5.26759     1.03174    0.047025
     5.33223     1.01294   0.0272854
     5.39686    0.994997   0.0163179
     5.46149    0.994787  0.00981101
     5.52612    0.996883  0.00829575
     5.59076    0.989394  0.00839393
     5.65539    0.987987  0.00708291
     5.72002    0.985936  0.00967513
     5.78466    0.996823  0.00828354
     5.84929    0.994534  0.00840497
     5.91392    0.986928  0.00726414
     5.97856     1.00052  0.00613614
     6.04319     0.99659  0.00894012
     6.10782    0.994072   0.0144717
     6.17246    0.986526  0.00821549
     6.23709    0.982754   0.0108821
     6.30172    0.974179  0.00958893
     6.36635    0.979618   0.0103744
     6.43099    0.984442   0.0087762
