3.15956 0
3.17694 0
3.15818 0.0212736
3.16271 0.0157087
3.15408 0.0149145
3.15343 0.0121952
3.14921 0.0111358
3.14673 0.00995848
3.14687 0.00878361
3.14204 0.00921835
3.14035 0.00850928
3.1407 0.00777617
3.14233 0.00733442
3.14495 0.00728041
3.14611 0.00687604
3.14466 0.00659445
3.14498 0.00620286
3.14202 0.00655398
3.14347 0.00636678
3.14339 0.00604057
3.14141 0.00607682
3.14079 0.00582739
3.14058 0.00557234
3.1416 0.00543217
3.14212 0.00523614
3.14152 0.00506588
3.14262 0.00499741
3.14335 0.0048697
3.14362 0.0047067
3.14327 0.00456045
3.143 0.00441936
3.14056 0.00492652
3.14004 0.00480321
3.13931 0.00471641
3.13948 0.00458277
3.13892 0.0044878
3.13815 0.00443229
3.13748 0.00436628
3.13803 0.00428851
3.13868 0.00423004
3.13849 0.00412985
3.13799 0.00406143
3.13854 0.00400424
3.13847 0.00391286
3.13901 0.00386321
3.13904 0.00377839
3.13989 0.00379404
3.1416 0.00408707
3.14143 0.0040065
3.14124 0.00393001
3.13986 0.00409347
3.14006 0.0040194
3.14046 0.00396299
3.14063 0.00389259
3.14097 0.00383573
3.14102 0.00376703
3.14092 0.0037017
3.14175 0.00372928
3.14161 0.00366806
3.14077 0.00370302
3.1413 0.00367976
3.14157 0.00363047
3.14136 0.00357863
3.1414 0.00352253
3.1407 0.00353927
3.14102 0.00349984
3.1414 0.00346859
3.14077 0.00347458
3.14091 0.00342655
3.14045 0.00340824
3.14007 0.00338189
3.14065 0.00338618
3.13975 0.00346098
3.14008 0.00343032
3.13955 0.0034257
3.13943 0.00338245
3.13998 0.00338349
3.13979 0.00334535
3.13972 0.00330348
3.13929 0.00329058
3.13865 0.00331079
3.13898 0.00328672
3.13906 0.00324774
3.13936 0.00322317
3.13958 0.00319248
3.13949 0.00315635
3.13928 0.00312693
3.13925 0.00309136
3.13984 0.00311228
3.13999 0.00308154
3.14027 0.00305997
3.14069 0.0030558
3.14075 0.00302325
3.14042 0.00300888
3.14081 0.00300316
3.14158 0.00306869
3.14133 0.00304708
3.14148 0.00301938
3.14123 0.00299859
3.14126 0.00296859
